@relation PowerConsumption-weka.filters.unsupervised.attribute.Remove-R2

@attribute hour numeric
@attribute amps_avg numeric
@attribute kw_avg numeric

@data
5,0.152833,35.151667
5,0.1575,36.225
5,0.165667,38.103333
5,0.131833,30.321667
5,0.107333,24.686667
5,0.1225,28.175
5,0.130667,30.053333
5,0.165667,38.103333
5,0.182,41.86
5,0.1435,33.005
5,0.126,28.98
5,0.14,32.2
5,0.109667,25.223333
5,0.103833,23.881667
5,0.102667,23.613333
5,0.079333,18.246667
5,0.130667,30.053333
5,0.1575,36.225
5,0.177333,40.786667
5,0.173833,39.981667
5,0.189,43.47
5,0.154,35.42
5,0.117833,27.101667
5,0.063,14.49
5,0.079333,18.246667
5,0.127167,29.248333
5,0.135333,31.126667
5,0.149333,34.346667
5,0.121333,27.906667
5,0.095667,22.003333
5,0.075833,17.441667
5,0.079333,18.246667
5,0.131833,30.321667
5,0.1855,42.665
5,0.2065,47.495
5,0.215833,49.641667
5,0.162167,37.298333
5,0.085167,19.588333
5,0.093333,21.466667
5,0.082833,19.051667
5,0.096833,22.271667
5,0.109667,25.223333
5,0.106167,24.418333
5,0.105,24.15
5,0.126,28.98
5,0.123667,28.443333
5,0.142333,32.736667
5,0.169167,38.908333
5,0.172667,39.713333
5,0.154,35.42
5,0.148167,34.078333
5,0.152833,35.151667
5,0.137667,31.663333
5,0.123667,28.443333
5,0.102667,23.613333
5,0.102667,23.613333
5,0.081667,18.783333
5,0.117833,27.101667
5,0.1225,28.175
6,0.158667,36.493333
6,0.173833,39.981667
6,0.176167,40.518333
6,0.126,28.98
6,0.116667,26.833333
6,0.117833,27.101667
6,0.141167,32.468333
6,0.176167,40.518333
6,0.134167,30.858333
6,0.117833,27.101667
6,0.099167,22.808333
6,0.053667,12.343333
6,0.053667,12.343333
6,0.106167,24.418333
6,0.145833,33.541667
6,0.177333,40.786667
6,0.168,38.64
6,0.127167,29.248333
6,0.114333,26.296667
6,0.130667,30.053333
6,0.116667,26.833333
6,0.128333,29.516667
6,0.133,30.59
6,0.133,30.59
6,0.133,30.59
6,0.117833,27.101667
6,0.134167,30.858333
6,0.148167,34.078333
6,0.128333,29.516667
6,0.114333,26.296667
6,0.089833,20.661667
6,0.106167,24.418333
6,0.113167,26.028333
6,0.126,28.98
6,0.161,37.03
6,0.173833,39.981667
6,0.163333,37.566667
6,0.1295,29.785
6,0.109667,25.223333
6,0.0805,18.515
6,0.112,25.76
6,0.161,37.03
6,0.173833,39.981667
6,0.147,33.81
6,0.133,30.59
6,0.1435,33.005
6,0.088667,20.393333
6,0.067667,15.563333
6,0.091,20.93
6,0.116667,26.833333
6,0.191333,44.006667
6,0.191333,44.006667
6,0.1925,44.275
6,0.219333,50.446667
6,0.191333,44.006667
6,0.135333,31.126667
6,0.119,27.37
6,0.098,22.54
6,0.113167,26.028333
6,0.138833,31.931667
7,0.128333,29.516667
7,0.1225,28.175
7,0.134167,30.858333
7,0.141167,32.468333
7,0.127167,29.248333
7,0.130667,30.053333
7,0.162167,37.298333
7,0.187833,43.201667
7,0.182,41.86
7,0.170333,39.176667
7,0.1505,34.615
7,0.1575,36.225
7,0.130667,30.053333
7,0.117833,27.101667
7,0.107333,24.686667
7,0.074667,17.173333
7,0.084,19.32
7,0.098,22.54
7,0.116667,26.833333
7,0.161,37.03
7,0.207667,47.763333
7,0.193667,44.543333
7,0.162167,37.298333
7,0.116667,26.833333
7,0.089833,20.661667
7,0.124833,28.711667
7,0.130667,30.053333
7,0.1295,29.785
7,0.14,32.2
7,0.116667,26.833333
7,0.086333,19.856667
7,0.071167,16.368333
7,0.096833,22.271667
7,0.151667,34.883333
7,0.155167,35.688333
7,0.182,41.86
7,0.152833,35.151667
7,0.138833,31.931667
7,0.137667,31.663333
7,0.119,27.37
7,0.106167,24.418333
7,0.106167,24.418333
7,0.135333,31.126667
7,0.128333,29.516667
7,0.1155,26.565
7,0.137667,31.663333
7,0.161,37.03
7,0.126,28.98
7,0.110833,25.491667
7,0.100333,23.076667
7,0.121333,27.906667
7,0.158667,36.493333
7,0.152833,35.151667
7,0.163333,37.566667
7,0.1645,37.835
7,0.120167,27.638333
7,0.110833,25.491667
7,0.102667,23.613333
7,0.119,27.37
7,0.159833,36.761667
8,0.189,43.47
8,0.166833,38.371667
8,0.124833,28.711667
8,0.116667,26.833333
8,0.064167,14.758333
8,0.071167,16.368333
8,0.095667,22.003333
8,0.1225,28.175
8,0.161,37.03
8,0.165667,38.103333
8,0.1505,34.615
8,0.1785,41.055
8,0.148167,34.078333
8,0.120167,27.638333
8,0.0945,21.735
8,0.1015,23.345
8,0.128333,29.516667
8,0.149333,34.346667
