hour;minute;amps_avg;kw_avg
17;8;0.159833;36.761667
17;9;0.158667;36.493333
17;10;0.113167;26.028333
17;11;0.0945;21.735
17;12;0.186667;42.933333
17;13;0.222833;51.251667
17;14;0.267167;61.448333
17;15;0.284667;65.473333
17;16;0.313833;72.181667
17;17;0.302167;69.498333
17;18;0.266;61.18
17;19;0.259;59.57
17;20;0.274167;63.058333
17;21;0.284667;65.473333
17;22;0.273;62.79
17;23;0.284667;65.473333
17;24;0.298667;68.693333
17;25;0.263667;60.643333
17;26;0.264833;60.911667
17;27;0.245;56.35
17;28;0.259;59.57
17;29;0.259;59.57
17;30;0.247333;56.886667
17;31;0.252;57.96
17;32;0.270667;62.253333
17;33;0.260167;59.838333
17;34;0.163333;37.566667
17;35;0.158667;36.493333
17;36;0.130667;30.053333
17;37;0.131833;30.321667
17;38;0.169167;38.908333
17;39;0.152833;35.151667
17;40;0.145833;33.541667
17;41;0.163333;37.566667
17;42;0.156333;35.956667
17;43;0.148167;34.078333
17;44;0.162167;37.298333
17;45;0.138833;31.931667
17;46;0.109667;25.223333
17;47;0.116667;26.833333
17;48;0.1295;29.785
17;49;0.1435;33.005
17;50;0.1575;36.225
17;51;0.149333;34.346667
17;52;0.145833;33.541667
17;53;0.133;30.59
17;54;0.1225;28.175
17;55;0.154;35.42
17;56;0.189;43.47
17;57;0.186667;42.933333
17;58;0.172667;39.713333
17;59;0.1785;41.055
18;0;0.159833;36.761667
18;1;0.147;33.81
18;2;0.281167;64.668333
18;3;0.254333;58.496667
18;4;0.267167;61.448333
18;5;0.263667;60.643333
18;6;0.260167;59.838333
18;7;0.273;62.79
18;8;0.266;61.18
18;9;0.253167;58.228333
18;10;0.273;62.79
18;11;0.267167;61.448333
18;12;0.236833;54.471667
18;13;0.292833;67.351667
18;14;0.302167;69.498333
18;15;0.287;66.01
18;16;0.291667;67.083333
18;17;0.305667;70.303333
18;18;0.249667;57.423333
18;19;0.151667;34.883333
18;20;0.120167;27.638333
18;21;0.086333;19.856667
18;22;0.152833;35.151667
18;23;0.071167;16.368333
18;24;0.098;22.54
18;25;0.134167;30.858333
18;26;0.142333;32.736667
18;27;0.148167;34.078333
18;28;0.126;28.98
18;29;0.084;19.32
18;30;0.128333;29.516667
18;31;0.14;32.2
18;32;0.14;32.2
18;33;0.1435;33.005
18;34;0.176167;40.518333
18;35;0.154;35.42
18;36;0.1295;29.785
18;37;0.100333;23.076667
18;38;0.07;16.1
18;39;0.075833;17.441667
18;40;0.075833;17.441667
18;41;0.110833;25.491667
18;42;0.130667;30.053333
18;43;0.126;28.98
18;44;0.126;28.98
18;45;0.148167;34.078333
18;46;0.109667;25.223333
18;47;0.113167;26.028333
18;48;0.1365;31.395
18;49;0.145833;33.541667
18;50;0.147;33.81
18;51;0.161;37.03
18;52;0.1645;37.835
18;53;0.1295;29.785
18;54;0.106167;24.418333
18;55;0.082833;19.051667
18;56;0.0735;16.905
18;57;0.078167;17.978333
18;58;0.092167;21.198333
18;59;0.14;32.2
19;0;0.1505;34.615
19;1;0.156333;35.956667
19;2;0.137667;31.663333
19;3;0.100333;23.076667
19;4;0.093333;21.466667
19;5;0.135333;31.126667
19;6;0.144667;33.273333
19;7;0.155167;35.688333
19;8;0.144667;33.273333
19;9;0.131833;30.321667
19;10;0.1225;28.175
19;11;0.113167;26.028333
19;12;0.100333;23.076667
19;13;0.106167;24.418333
19;14;0.0945;21.735
19;15;0.077;17.71
19;16;0.106167;24.418333
19;17;0.093333;21.466667
19;18;0.112;25.76
19;19;0.138833;31.931667
19;20;0.14;32.2
19;21;0.109667;25.223333
19;22;0.127167;29.248333
19;23;0.134167;30.858333
19;24;0.135333;31.126667
19;25;0.133;30.59
19;26;0.14;32.2
19;27;0.137667;31.663333
19;28;0.141167;32.468333
19;29;0.119;27.37
19;30;0.0945;21.735
19;31;0.086333;19.856667
19;32;0.095667;22.003333
19;33;0.133;30.59
19;34;0.141167;32.468333
19;35;0.148167;34.078333
19;36;0.142333;32.736667
19;37;0.110833;25.491667
19;38;0.092167;21.198333
19;39;0.120167;27.638333
19;40;0.148167;34.078333
19;41;0.211167;48.568333
19;42;0.158667;36.493333
19;43;0.142333;32.736667
19;44;0.1295;29.785
19;45;0.1085;24.955
19;46;0.092167;21.198333
19;47;0.127167;29.248333
19;48;0.126;28.98
19;49;0.126;28.98
19;50;0.156333;35.956667
19;51;0.152833;35.151667
19;52;0.123667;28.443333
19;53;0.134167;30.858333
19;54;0.124833;28.711667
19;55;0.096833;22.271667
19;56;0.107333;24.686667
19;57;0.159833;36.761667
19;58;0.165667;38.103333
19;59;0.198333;45.616667
20;0;0.166833;38.371667
20;1;0.162167;37.298333
20;2;0.14;32.2
20;3;0.113167;26.028333
20;4;0.091;20.93
20;5;0.077;17.71
20;6;0.096833;22.271667
20;7;0.119;27.37
20;8;0.147;33.81
20;9;0.148167;34.078333
20;10;0.1435;33.005
20;11;0.134167;30.858333
20;12;0.0805;18.515
20;13;0.096833;22.271667
20;14;0.126;28.98
20;15;0.1645;37.835
20;16;0.182;41.86
20;17;0.177333;40.786667
20;18;0.186667;42.933333
20;19;0.1645;37.835
20;20;0.117833;27.101667
20;21;0.096833;22.271667
20;22;0.120167;27.638333
20;23;0.105;24.15
20;24;0.130667;30.053333
20;25;0.159833;36.761667
20;26;0.135333;31.126667
20;27;0.134167;30.858333
20;28;0.155167;35.688333
20;29;0.156333;35.956667
20;30;0.148167;34.078333
20;31;0.147;33.81
20;32;0.1155;26.565
20;33;0.138833;31.931667
20;34;0.1715;39.445
20;35;0.172667;39.713333
20;36;0.1855;42.665
20;37;0.162167;37.298333
20;38;0.110833;25.491667
20;39;0.093333;21.466667
20;40;0.0735;16.905
20;41;0.0665;15.295
20;42;0.1155;26.565
20;43;0.163333;37.566667
20;44;0.163333;37.566667
20;45;0.1785;41.055
20;46;0.169167;38.908333
20;47;0.138833;31.931667
20;48;0.1155;26.565
20;49;0.093333;21.466667
20;50;0.145833;33.541667
20;51;0.172667;39.713333
20;52;0.182;41.86
20;53;0.194833;44.811667
20;54;0.1575;36.225
20;55;0.119;27.37
20;56;0.098;22.54
20;57;0.109667;25.223333
20;58;0.098;22.54
20;59;0.120167;27.638333
21;0;0.1435;33.005
21;1;0.131833;30.321667
21;2;0.133;30.59
21;3;0.1785;41.055
21;4;0.1645;37.835
21;5;0.1575;36.225
21;6;0.119;27.37
21;7;0.124833;28.711667
21;8;0.155167;35.688333
21;9;0.144667;33.273333
21;10;0.135333;31.126667
21;11;0.145833;33.541667
21;12;0.145833;33.541667
21;13;0.105;24.15
21;14;0.109667;25.223333
21;15;0.120167;27.638333
21;16;0.099167;22.808333
21;17;0.113167;26.028333
21;18;0.1295;29.785
21;19;0.1505;34.615
21;20;0.179667;41.323333
21;21;0.197167;45.348333
21;22;0.183167;42.128333
21;23;0.1575;36.225
21;24;0.14;32.2
21;25;0.149333;34.346667
21;26;0.1715;39.445
21;27;0.177333;40.786667
21;28;0.169167;38.908333
21;29;0.162167;37.298333
21;30;0.149333;34.346667
21;31;0.114333;26.296667
21;32;0.121333;27.906667
21;33;0.133;30.59
21;34;0.142333;32.736667
21;35;0.176167;40.518333
21;36;0.190167;43.738333
21;37;0.214667;49.373333
21;38;0.225167;51.788333
21;39;0.190167;43.738333
21;40;0.135333;31.126667
21;41;0.151667;34.883333
21;42;0.158667;36.493333
21;43;0.149333;34.346667
21;44;0.187833;43.201667
21;45;0.176167;40.518333
21;46;0.156333;35.956667
21;47;0.137667;31.663333
21;48;0.145833;33.541667
21;49;0.127167;29.248333
21;50;0.133;30.59
21;51;0.144667;33.273333
21;52;0.147;33.81
21;53;0.182;41.86
21;54;0.196;45.08
21;55;0.203;46.69
21;56;0.163333;37.566667
21;57;0.109667;25.223333
21;58;0.095667;22.003333
21;59;0.072333;16.636667
22;0;0.0805;18.515
22;1;0.120167;27.638333
22;2;0.155167;35.688333
22;3;0.166833;38.371667
22;4;0.158667;36.493333
22;5;0.128333;29.516667
22;6;0.089833;20.661667
22;7;0.079333;18.246667
22;8;0.086333;19.856667
22;9;0.126;28.98
22;10;0.1715;39.445
22;11;0.172667;39.713333
22;12;0.196;45.08
22;13;0.183167;42.128333
22;14;0.123667;28.443333
22;15;0.0665;15.295
22;16;0.092167;21.198333
22;17;0.106167;24.418333
22;18;0.124833;28.711667
22;19;0.162167;37.298333
22;20;0.214667;49.373333
22;21;0.141167;32.468333
22;22;0.120167;27.638333
22;23;0.119;27.37
22;24;0.103833;23.881667
22;25;0.121333;27.906667
22;26;0.0945;21.735
22;27;0.127167;29.248333
22;28;0.131833;30.321667
22;29;0.1855;42.665
22;30;0.145833;33.541667
22;31;0.149333;34.346667
22;32;0.189;43.47
22;33;0.154;35.42
22;34;0.127167;29.248333
22;35;0.135333;31.126667
22;36;0.159833;36.761667
22;37;0.163333;37.566667
22;38;0.1715;39.445
22;39;0.161;37.03
22;40;0.128333;29.516667
22;41;0.119;27.37
22;42;0.120167;27.638333
22;43;0.114333;26.296667
22;44;0.145833;33.541667
22;45;0.141167;32.468333
22;46;0.141167;32.468333
22;47;0.134167;30.858333
22;48;0.098;22.54
22;49;0.0945;21.735
22;50;0.110833;25.491667
22;51;0.1435;33.005
22;52;0.186667;42.933333
22;53;0.201833;46.421667
22;54;0.169167;38.908333
22;55;0.144667;33.273333
22;56;0.127167;29.248333
22;57;0.130667;30.053333
22;58;0.120167;27.638333
22;59;0.1015;23.345
23;0;0.121333;27.906667
23;1;0.113167;26.028333
23;2;0.103833;23.881667
23;3;0.117833;27.101667
23;4;0.137667;31.663333
23;5;0.1015;23.345
23;6;0.116667;26.833333
23;7;0.123667;28.443333
23;8;0.1155;26.565
23;9;0.155167;35.688333
23;10;0.2065;47.495
23;11;0.186667;42.933333
23;12;0.151667;34.883333
23;13;0.099167;22.808333
23;14;0.056;12.88
23;15;0.078167;17.978333
23;16;0.078167;17.978333
23;17;0.092167;21.198333
23;18;0.1505;34.615
23;19;0.151667;34.883333
23;20;0.138833;31.931667
23;21;0.117833;27.101667
23;22;0.089833;20.661667
23;23;0.095667;22.003333
23;24;0.130667;30.053333
23;25;0.145833;33.541667
23;26;0.1785;41.055
23;27;0.200667;46.153333
23;28;0.191333;44.006667
23;29;0.158667;36.493333
23;30;0.142333;32.736667
23;31;0.102667;23.613333
23;32;0.102667;23.613333
23;33;0.121333;27.906667
23;34;0.121333;27.906667
23;35;0.1505;34.615
23;36;0.138833;31.931667
23;37;0.152833;35.151667
23;38;0.154;35.42
23;39;0.130667;30.053333
23;40;0.128333;29.516667
23;41;0.1225;28.175
23;42;0.1155;26.565
23;43;0.172667;39.713333
23;44;0.182;41.86
23;45;0.170333;39.176667
23;46;0.189;43.47
23;47;0.152833;35.151667
23;48;0.103833;23.881667
23;49;0.0875;20.125
23;50;0.099167;22.808333
23;51;0.127167;29.248333
23;52;0.158667;36.493333
23;53;0.166833;38.371667
23;54;0.156333;35.956667
23;55;0.147;33.81
23;56;0.093333;21.466667
23;57;0.085167;19.588333
23;58;0.092167;21.198333
23;59;0.110833;25.491667
0;0;0.137667;31.663333
0;1;0.130667;30.053333
0;2;0.131833;30.321667
0;3;0.1715;39.445
0;4;0.161;37.03
0;5;0.152833;35.151667
0;6;0.105;24.15
0;7;0.084;19.32
0;8;0.106167;24.418333
0;9;0.120167;27.638333
0;10;0.1435;33.005
0;11;0.155167;35.688333
0;12;0.133;30.59
0;13;0.112;25.76
0;14;0.099167;22.808333
0;15;0.0735;16.905
0;16;0.100333;23.076667
0;17;0.141167;32.468333
0;18;0.152833;35.151667
0;19;0.1505;34.615
0;20;0.155167;35.688333
0;21;0.133;30.59
0;22;0.0945;21.735
0;23;0.113167;26.028333
0;24;0.121333;27.906667
0;25;0.124833;28.711667
0;26;0.130667;30.053333
0;27;0.117833;27.101667
0;28;0.093333;21.466667
0;29;0.098;22.54
0;30;0.119;27.37
0;31;0.134167;30.858333
0;32;0.155167;35.688333
0;33;0.14;32.2
0;34;0.14;32.2
0;35;0.131833;30.321667
0;36;0.138833;31.931667
0;37;0.1505;34.615
0;38;0.159833;36.761667
0;39;0.141167;32.468333
0;40;0.093333;21.466667
0;41;0.131833;30.321667
0;42;0.1365;31.395
0;43;0.142333;32.736667
0;44;0.151667;34.883333
0;45;0.123667;28.443333
0;46;0.1015;23.345
0;47;0.1085;24.955
0;48;0.117833;27.101667
0;49;0.148167;34.078333
0;50;0.176167;40.518333
0;51;0.165667;38.103333
0;52;0.1505;34.615
0;53;0.1365;31.395
0;54;0.103833;23.881667
0;55;0.112;25.76
0;56;0.112;25.76
0;57;0.099167;22.808333
0;58;0.134167;30.858333
0;59;0.168;38.64
1;0;0.149333;34.346667
1;1;0.121333;27.906667
1;2;0.093333;21.466667
1;3;0.099167;22.808333
1;4;0.112;25.76
1;5;0.134167;30.858333
1;6;0.162167;37.298333
1;7;0.1575;36.225
1;8;0.1505;34.615
1;9;0.124833;28.711667
1;10;0.133;30.59
1;11;0.1225;28.175
1;12;0.128333;29.516667
1;13;0.102667;23.613333
1;14;0.113167;26.028333
1;15;0.148167;34.078333
1;16;0.149333;34.346667
1;17;0.158667;36.493333
1;18;0.145833;33.541667
1;19;0.106167;24.418333
1;20;0.089833;20.661667
1;21;0.099167;22.808333
1;22;0.098;22.54
1;23;0.137667;31.663333
1;24;0.145833;33.541667
1;25;0.14;32.2
1;26;0.1575;36.225
1;27;0.141167;32.468333
1;28;0.133;30.59
1;29;0.130667;30.053333
1;30;0.124833;28.711667
1;31;0.135333;31.126667
1;32;0.159833;36.761667
1;33;0.176167;40.518333
1;34;0.1645;37.835
1;35;0.1575;36.225
1;36;0.116667;26.833333
1;37;0.135333;31.126667
1;38;0.127167;29.248333
1;39;0.1225;28.175
1;40;0.155167;35.688333
1;41;0.1435;33.005
1;42;0.165667;38.103333
1;43;0.203;46.69
1;44;0.198333;45.616667
1;45;0.148167;34.078333
1;46;0.134167;30.858333
1;47;0.100333;23.076667
1;48;0.077;17.71
1;49;0.110833;25.491667
1;50;0.1225;28.175
1;51;0.158667;36.493333
1;52;0.163333;37.566667
1;53;0.1085;24.955
1;54;0.110833;25.491667
1;55;0.106167;24.418333
1;56;0.095667;22.003333
1;57;0.1365;31.395
1;58;0.1855;42.665
1;59;0.184333;42.396667
2;0;0.187833;43.201667
2;1;0.133;30.59
2;2;0.096833;22.271667
2;3;0.102667;23.613333
2;4;0.117833;27.101667
2;5;0.131833;30.321667
2;6;0.1365;31.395
2;7;0.127167;29.248333
2;8;0.105;24.15
2;9;0.092167;21.198333
2;10;0.099167;22.808333
2;11;0.107333;24.686667
2;12;0.1085;24.955
2;13;0.121333;27.906667
2;14;0.193667;44.543333
2;15;0.169167;38.908333
2;16;0.163333;37.566667
2;17;0.145833;33.541667
2;18;0.1085;24.955
2;19;0.1155;26.565
2;20;0.116667;26.833333
2;21;0.1015;23.345
2;22;0.103833;23.881667
2;23;0.113167;26.028333
2;24;0.1225;28.175
2;25;0.124833;28.711667
2;26;0.123667;28.443333
2;27;0.099167;22.808333
2;28;0.112;25.76
2;29;0.148167;34.078333
2;30;0.1855;42.665
2;31;0.212333;48.836667
2;32;0.189;43.47
2;33;0.138833;31.931667
2;34;0.1225;28.175
2;35;0.084;19.32
2;36;0.086333;19.856667
2;37;0.095667;22.003333
2;38;0.1085;24.955
2;39;0.126;28.98
2;40;0.151667;34.883333
2;41;0.137667;31.663333
2;42;0.119;27.37
2;43;0.096833;22.271667
2;44;0.120167;27.638333
2;45;0.149333;34.346667
2;46;0.172667;39.713333
2;47;0.165667;38.103333
2;48;0.158667;36.493333
2;49;0.135333;31.126667
2;50;0.149333;34.346667
2;51;0.128333;29.516667
2;52;0.082833;19.051667
2;53;0.081667;18.783333
2;54;0.072333;16.636667
2;55;0.058333;13.416667
2;56;0.091;20.93
2;57;0.133;30.59
2;58;0.155167;35.688333
2;59;0.161;37.03
3;0;0.158667;36.493333
3;1;0.148167;34.078333
3;2;0.141167;32.468333
3;3;0.138833;31.931667
3;4;0.126;28.98
3;5;0.148167;34.078333
3;6;0.142333;32.736667
3;7;0.130667;30.053333
3;8;0.121333;27.906667
3;9;0.071167;16.368333
3;10;0.079333;18.246667
3;11;0.096833;22.271667
3;12;0.096833;22.271667
3;13;0.1295;29.785
3;14;0.173833;39.981667
3;15;0.145833;33.541667
3;16;0.177333;40.786667
3;17;0.179667;41.323333
3;18;0.1505;34.615
3;19;0.112;25.76
3;20;0.093333;21.466667
3;21;0.082833;19.051667
3;22;0.103833;23.881667
3;23;0.128333;29.516667
3;24;0.1435;33.005
3;25;0.1295;29.785
3;26;0.1225;28.175
3;27;0.1085;24.955
3;28;0.086333;19.856667
3;29;0.1085;24.955
3;30;0.161;37.03
3;31;0.1715;39.445
3;32;0.219333;50.446667
3;33;0.232167;53.398333
3;34;0.172667;39.713333
3;35;0.116667;26.833333
3;36;0.116667;26.833333
3;37;0.114333;26.296667
3;38;0.123667;28.443333
3;39;0.135333;31.126667
3;40;0.130667;30.053333
3;41;0.141167;32.468333
3;42;0.128333;29.516667
3;43;0.1155;26.565
3;44;0.1225;28.175
3;45;0.1295;29.785
3;46;0.130667;30.053333
3;47;0.176167;40.518333
3;48;0.163333;37.566667
3;49;0.1505;34.615
3;50;0.154;35.42
3;51;0.119;27.37
3;52;0.119;27.37
3;53;0.119;27.37
3;54;0.1015;23.345
3;55;0.107333;24.686667
3;56;0.1295;29.785
3;57;0.137667;31.663333
3;58;0.121333;27.906667
3;59;0.107333;24.686667
4;0;0.096833;22.271667
4;1;0.103833;23.881667
4;2;0.141167;32.468333
4;3;0.147;33.81
4;4;0.1715;39.445
4;5;0.135333;31.126667
4;6;0.137667;31.663333
4;7;0.1085;24.955
4;8;0.099167;22.808333
4;9;0.1155;26.565
4;10;0.124833;28.711667
4;11;0.117833;27.101667
4;12;0.1575;36.225
4;13;0.138833;31.931667
4;14;0.117833;27.101667
4;15;0.098;22.54
4;16;0.0945;21.735
4;17;0.1085;24.955
4;18;0.131833;30.321667
4;19;0.126;28.98
4;20;0.126;28.98
4;21;0.121333;27.906667
4;22;0.131833;30.321667
4;23;0.156333;35.956667
4;24;0.130667;30.053333
4;25;0.117833;27.101667
4;26;0.116667;26.833333
4;27;0.093333;21.466667
4;28;0.121333;27.906667
4;29;0.1505;34.615
4;30;0.1575;36.225
4;31;0.148167;34.078333
4;32;0.1295;29.785
4;33;0.126;28.98
4;34;0.119;27.37
4;35;0.099167;22.808333
4;36;0.1295;29.785
4;37;0.166833;38.371667
4;38;0.1575;36.225
4;39;0.158667;36.493333
4;40;0.107333;24.686667
4;41;0.102667;23.613333
4;42;0.1155;26.565
4;43;0.112;25.76
4;44;0.1015;23.345
4;45;0.152833;35.151667
4;46;0.133;30.59
4;47;0.159833;36.761667
4;48;0.172667;39.713333
4;49;0.138833;31.931667
4;50;0.107333;24.686667
4;51;0.099167;22.808333
4;52;0.0875;20.125
4;53;0.105;24.15
4;54;0.1365;31.395
4;55;0.159833;36.761667
4;56;0.175;40.25
4;57;0.130667;30.053333
4;58;0.105;24.15
4;59;0.071167;16.368333
5;0;0.063;14.49
5;1;0.096833;22.271667
5;2;0.149333;34.346667
5;3;0.190167;43.738333
5;4;0.1995;45.885
5;5;0.141167;32.468333
5;6;0.099167;22.808333
5;7;0.0945;21.735
5;8;0.093333;21.466667
5;9;0.120167;27.638333
5;10;0.147;33.81
5;11;0.168;38.64
5;12;0.173833;39.981667
5;13;0.135333;31.126667
5;14;0.107333;24.686667
5;15;0.121333;27.906667
5;16;0.1085;24.955
5;17;0.126;28.98
5;18;0.166833;38.371667
5;19;0.166833;38.371667
5;20;0.131833;30.321667
5;21;0.14;32.2
5;22;0.138833;31.931667
5;23;0.123667;28.443333
5;24;0.1225;28.175
5;25;0.114333;26.296667
5;26;0.105;24.15
5;27;0.127167;29.248333
5;28;0.133;30.59
5;29;0.1435;33.005
5;30;0.121333;27.906667
5;31;0.138833;31.931667
5;32;0.131833;30.321667
5;33;0.145833;33.541667
5;34;0.176167;40.518333
5;35;0.1575;36.225
5;36;0.148167;34.078333
5;37;0.141167;32.468333
5;38;0.095667;22.003333
5;39;0.0805;18.515
5;40;0.098;22.54
5;41;0.117833;27.101667
5;42;0.121333;27.906667
5;43;0.151667;34.883333
5;44;0.151667;34.883333
5;45;0.133;30.59
5;46;0.121333;27.906667
5;47;0.135333;31.126667
5;48;0.162167;37.298333
5;49;0.1365;31.395
5;50;0.123667;28.443333
5;51;0.149333;34.346667
5;52;0.137667;31.663333
5;53;0.119;27.37
5;54;0.134167;30.858333
5;55;0.112;25.76
5;56;0.077;17.71
5;57;0.079333;18.246667
5;58;0.071167;16.368333
5;59;0.0805;18.515
6;0;0.137667;31.663333
6;1;0.196;45.08
6;2;0.196;45.08
6;3;0.204167;46.958333
6;4;0.114333;26.296667
6;5;0.086333;19.856667
6;6;0.099167;22.808333
6;7;0.106167;24.418333
6;8;0.144667;33.273333
6;9;0.158667;36.493333
6;10;0.148167;34.078333
6;11;0.112;25.76
6;12;0.084;19.32
6;13;0.063;14.49
6;14;0.084;19.32
6;15;0.098;22.54
6;16;0.176167;40.518333
6;17;0.189;43.47
6;18;0.191333;44.006667
6;19;0.162167;37.298333
6;20;0.1295;29.785
6;21;0.106167;24.418333
6;22;0.1015;23.345
6;23;0.099167;22.808333
6;24;0.106167;24.418333
6;25;0.1225;28.175
6;26;0.1225;28.175
6;27;0.142333;32.736667
6;28;0.112;25.76
6;29;0.082833;19.051667
6;30;0.121333;27.906667
6;31;0.110833;25.491667
6;32;0.134167;30.858333
6;33;0.158667;36.493333
6;34;0.183167;42.128333
6;35;0.173833;39.981667
6;36;0.151667;34.883333
6;37;0.106167;24.418333
6;38;0.078167;17.978333
6;39;0.0665;15.295
6;40;0.0875;20.125
6;41;0.126;28.98
6;42;0.14;32.2
6;43;0.131833;30.321667
6;44;0.156333;35.956667
6;45;0.152833;35.151667
6;46;0.1505;34.615
6;47;0.135333;31.126667
6;48;0.117833;27.101667
6;49;0.159833;36.761667
6;50;0.151667;34.883333
6;51;0.159833;36.761667
6;52;0.175;40.25
6;53;0.127167;29.248333
6;54;0.095667;22.003333
6;55;0.089833;20.661667
6;56;0.064167;14.758333
6;57;0.0735;16.905
6;58;0.120167;27.638333
6;59;0.175;40.25
7;0;0.193667;44.543333
7;1;0.190167;43.738333
7;2;0.121333;27.906667
7;3;0.100333;23.076667
7;4;0.114333;26.296667
7;5;0.110833;25.491667
7;6;0.148167;34.078333
7;7;0.147;33.81
7;8;0.14;32.2
7;9;0.120167;27.638333
7;10;0.089833;20.661667
7;11;0.075833;17.441667
7;12;0.105;24.15
7;13;0.1295;29.785
7;14;0.144667;33.273333
7;15;0.156333;35.956667
7;16;0.117833;27.101667
7;17;0.116667;26.833333
7;18;0.089833;20.661667
7;19;0.1155;26.565
7;20;0.130667;30.053333
7;21;0.127167;29.248333
7;22;0.137667;31.663333
7;23;0.128333;29.516667
7;24;0.1015;23.345
7;25;0.120167;27.638333
7;26;0.114333;26.296667
7;27;0.107333;24.686667
7;28;0.148167;34.078333
7;29;0.127167;29.248333
7;30;0.107333;24.686667
7;31;0.14;32.2
7;32;0.14;32.2
7;33;0.135333;31.126667
7;34;0.131833;30.321667
7;35;0.075833;17.441667
7;36;0.084;19.32
7;37;0.1155;26.565
7;38;0.124833;28.711667
7;39;0.141167;32.468333
7;40;0.170333;39.176667
7;41;0.156333;35.956667
7;42;0.163333;37.566667
7;43;0.130667;30.053333
7;44;0.1085;24.955
7;45;0.1085;24.955
7;46;0.107333;24.686667
7;47;0.148167;34.078333
7;48;0.14;32.2
7;49;0.127167;29.248333
7;50;0.1155;26.565
7;51;0.106167;24.418333
7;52;0.098;22.54
7;53;0.103833;23.881667
7;54;0.103833;23.881667
7;55;0.120167;27.638333
7;56;0.186667;42.933333
7;57;0.1715;39.445
7;58;0.172667;39.713333
7;59;0.128333;29.516667
8;0;0.084;19.32
8;1;0.089833;20.661667
8;2;0.068833;15.831667
8;3;0.068833;15.831667
8;4;0.093333;21.466667
8;5;0.1435;33.005
8;6;0.145833;33.541667
8;7;0.145833;33.541667
8;8;0.124833;28.711667
8;9;0.095667;22.003333
8;10;0.124833;28.711667
8;11;0.138833;31.931667
8;12;0.148167;34.078333
8;13;0.149333;34.346667
8;14;0.149333;34.346667
8;15;0.130667;30.053333
8;16;0.128333;29.516667
8;17;0.103833;23.881667
8;18;0.085167;19.588333
8;19;0.075833;17.441667
8;20;0.085167;19.588333
8;21;0.112;25.76
8;22;0.121333;27.906667
8;23;0.144667;33.273333
8;24;0.193667;44.543333
8;25;0.198333;45.616667
8;26;0.159833;36.761667
8;27;0.1295;29.785
8;28;0.109667;25.223333
8;29;0.099167;22.808333
8;30;0.124833;28.711667
8;31;0.149333;34.346667
8;32;0.1645;37.835
8;33;0.154;35.42
8;34;0.121333;27.906667
8;35;0.107333;24.686667
8;36;0.099167;22.808333
8;37;0.114333;26.296667
8;38;0.184333;42.396667
8;39;0.200667;46.153333
8;40;0.238;54.74
8;41;0.246167;56.618333
8;42;0.219333;50.446667
8;43;0.179667;41.323333
8;44;0.190167;43.738333
8;45;0.187833;43.201667
8;46;0.1645;37.835
8;47;0.155167;35.688333
8;48;0.121333;27.906667
8;49;0.091;20.93
8;50;0.1015;23.345
8;51;0.120167;27.638333
8;52;0.1365;31.395
8;53;0.152833;35.151667
8;54;0.113167;26.028333
8;55;0.107333;24.686667
8;56;0.1155;26.565
8;57;0.119;27.37
8;58;0.127167;29.248333
8;59;0.137667;31.663333
9;0;0.116667;26.833333
9;1;0.1295;29.785
9;2;0.106167;24.418333
9;3;0.106167;24.418333
9;4;0.14;32.2
9;5;0.170333;39.176667
9;6;0.162167;37.298333
9;7;0.145833;33.541667
9;8;0.1155;26.565
9;9;0.1015;23.345
9;10;0.0945;21.735
9;11;0.107333;24.686667
9;12;0.1435;33.005
9;13;0.1365;31.395
9;14;0.131833;30.321667
9;15;0.123667;28.443333
9;16;0.116667;26.833333
9;17;0.079333;18.246667
9;18;0.126;28.98
9;19;0.148167;34.078333
9;20;0.148167;34.078333
9;21;0.156333;35.956667
9;22;0.149333;34.346667
9;23;0.121333;27.906667
9;24;0.124833;28.711667
9;25;0.127167;29.248333
9;26;0.105;24.15
9;27;0.1155;26.565
9;28;0.098;22.54
9;29;0.100333;23.076667
9;30;0.126;28.98
9;31;0.158667;36.493333
9;32;0.165667;38.103333
9;33;0.1645;37.835
9;34;0.107333;24.686667
9;35;0.092167;21.198333
9;36;0.105;24.15
9;37;0.113167;26.028333
9;38;0.1575;36.225
9;39;0.184333;42.396667
9;40;0.172667;39.713333
9;41;0.152833;35.151667
9;42;0.144667;33.273333
9;43;0.103833;23.881667
9;44;0.119;27.37
9;45;0.130667;30.053333
9;46;0.1575;36.225
9;47;0.170333;39.176667
9;48;0.158667;36.493333
9;49;0.145833;33.541667
9;50;0.116667;26.833333
9;51;0.107333;24.686667
9;52;0.085167;19.588333
9;53;0.114333;26.296667
9;54;0.123667;28.443333
9;55;0.1645;37.835
9;56;0.166833;38.371667
9;57;0.182;41.86
9;58;0.175;40.25
9;59;0.184333;42.396667
10;0;0.1295;29.785
10;1;0.099167;22.808333
10;2;0.099167;22.808333
10;3;0.100333;23.076667
10;4;0.102667;23.613333
10;5;0.123667;28.443333
10;6;0.1365;31.395
10;7;0.149333;34.346667
10;8;0.172667;39.713333
10;9;0.14;32.2
10;10;0.162167;37.298333
10;11;0.141167;32.468333
10;12;0.135333;31.126667
10;13;0.134167;30.858333
10;14;0.149333;34.346667
10;15;0.147;33.81
10;16;0.147;33.81
10;17;0.126;28.98
10;18;0.0875;20.125
10;19;0.063;14.49
10;20;0.0665;15.295
10;21;0.096833;22.271667
10;22;0.141167;32.468333
